City_ID,City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
666,666,Baghdad,IQ,33.3406,44.4009,94.91,28,0,5.75,clear sky,09-18-2022 08:55:37
667,667,Tabou,CI,4.423,-7.3528,77.94,80,97,9.01,overcast clouds,09-18-2022 08:55:37
671,671,Morgan City,US,29.6994,-91.2068,75.02,96,0,5.08,clear sky,09-18-2022 08:55:39
672,672,Kendari,ID,-3.945,122.4989,79.27,88,96,5.08,overcast clouds,09-18-2022 08:55:39
674,674,Ratnagiri,IN,16.9833,73.3,82.9,70,27,7.94,scattered clouds,09-18-2022 08:55:40
675,675,Lamu,KE,-2.2717,40.902,80.51,71,26,15.55,scattered clouds,09-18-2022 08:55:40
677,677,Mlonggo,ID,-6.5333,110.7,88.32,54,60,12.12,broken clouds,09-18-2022 08:55:41
679,679,Lengshuijiang,CN,27.6881,111.4294,94.35,37,70,7.47,broken clouds,09-18-2022 08:55:42
682,682,Jian,CN,27.1172,114.9793,84.31,48,96,3.24,overcast clouds,09-18-2022 08:55:43
685,685,Lhokseumawe,ID,5.1801,97.1507,82.62,77,78,7.27,broken clouds,09-18-2022 08:55:44
