City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
19,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,94.23,28,13,5.77,few clouds,09-18-2022 12:20:44
20,Mahebourg,MU,-20.4081,57.7,73.69,64,75,16.11,broken clouds,09-18-2022 12:20:46
21,West Bay,KY,19.3667,-81.4167,84.27,81,20,4.61,few clouds,09-18-2022 12:20:46
22,Ilulissat,GL,69.2167,-51.1,42.82,93,100,9.22,light rain,09-18-2022 12:20:47
23,Ponta Delgada,PT,37.7333,-25.6667,80.51,78,20,5.75,few clouds,09-18-2022 12:18:54
24,Qaanaaq,GL,77.484,-69.3632,23.18,55,0,7.65,clear sky,09-18-2022 12:20:47
25,Thompson,CA,55.7435,-97.8558,51.96,100,100,5.75,mist,09-18-2022 12:20:48
26,Esperance,AU,-33.8667,121.9,54.59,87,59,5.99,broken clouds,09-18-2022 12:20:48
27,Fortuna,US,40.5982,-124.1573,55.92,91,100,4.72,moderate rain,09-18-2022 12:20:49
28,Noumea,NC,-22.2763,166.4572,67.98,84,25,8.01,scattered clouds,09-18-2022 12:20:49
29,Tsybli,UA,49.9948,31.5628,61.48,90,97,15.82,light rain,09-18-2022 12:20:49
30,Airai,TL,-8.9266,125.4092,61.74,71,90,1.74,overcast clouds,09-18-2022 12:20:50
31,East London,ZA,-33.0153,27.9116,63.54,88,100,12.66,overcast clouds,09-18-2022 12:20:50
32,Bredasdorp,ZA,-34.5322,20.0403,58.86,64,89,14.65,light rain,09-18-2022 12:20:51
33,Sorland,NO,67.667,12.6934,51.66,76,100,15.14,overcast clouds,09-18-2022 12:20:51
34,Kerema,PG,-7.9631,145.7785,79.0,88,91,3.22,overcast clouds,09-18-2022 12:20:51
35,Paita,PE,-5.0892,-81.1144,63.46,88,61,9.22,broken clouds,09-18-2022 12:20:52
36,Guerrero Negro,MX,27.9769,-114.0611,67.12,85,2,11.12,clear sky,09-18-2022 12:20:52
37,Punta Arenas,CL,-53.15,-70.9167,33.91,86,0,6.91,clear sky,09-18-2022 12:20:53
38,Ribeira Grande,PT,38.5167,-28.7,77.4,83,20,10.36,few clouds,09-18-2022 12:20:53
39,Busselton,AU,-33.65,115.3333,54.46,78,47,10.71,scattered clouds,09-18-2022 12:20:54
40,Souillac,MU,-20.5167,57.5167,73.78,64,75,16.11,broken clouds,09-18-2022 12:20:54
41,Chuy,UY,-33.6971,-53.4616,59.76,74,100,12.86,overcast clouds,09-18-2022 12:20:55
42,Puerto Ayora,EC,-0.7393,-90.3518,66.54,91,66,7.0,broken clouds,09-18-2022 12:20:55
43,Cayenne,GF,4.9333,-52.3333,84.24,74,20,3.44,few clouds,09-18-2022 12:20:55
44,Bluff,NZ,-46.6,168.3333,46.8,84,99,8.88,overcast clouds,09-18-2022 12:20:56
45,Bud,US,39.447,-86.1758,64.9,90,2,6.35,clear sky,09-18-2022 12:20:56
46,Ushuaia,AR,-54.8,-68.3,37.06,75,0,8.05,clear sky,09-18-2022 12:20:57
47,Castro,BR,-24.7911,-50.0119,54.5,74,3,13.0,clear sky,09-18-2022 12:20:57
48,Dikson,RU,73.5069,80.5464,32.52,78,16,20.22,few clouds,09-18-2022 12:20:57
49,Tuatapere,NZ,-46.1333,167.6833,48.16,85,100,5.53,light rain,09-18-2022 12:20:58
50,Portland,US,45.5234,-122.6762,59.97,82,0,5.75,clear sky,09-18-2022 12:20:58
51,College,US,64.8569,-147.8028,47.28,86,100,9.22,overcast clouds,09-18-2022 12:20:58
52,Dingle,PH,10.9995,122.6711,77.74,86,97,6.35,overcast clouds,09-18-2022 12:20:59
53,Torbay,CA,47.6666,-52.7314,59.58,73,40,20.71,scattered clouds,09-18-2022 12:17:57
54,Arrecife,ES,28.963,-13.5477,82.38,54,40,11.5,scattered clouds,09-18-2022 12:20:59
55,Santa Helena,BR,-2.2311,-45.3,84.87,61,33,6.55,scattered clouds,09-18-2022 12:21:00
56,High Rock,BS,26.6208,-78.2833,73.42,69,97,12.57,overcast clouds,09-18-2022 12:21:00
57,Albany,US,42.6001,-73.9662,65.26,93,41,2.73,scattered clouds,09-18-2022 12:19:08
58,San Vicente,AR,-26.6167,-54.1333,59.58,48,17,7.27,few clouds,09-18-2022 12:21:01
59,Tuktoyaktuk,CA,69.4541,-133.0374,43.25,82,31,15.99,scattered clouds,09-18-2022 12:21:01
60,Adeje,ES,28.1227,-16.726,76.3,81,40,8.05,scattered clouds,09-18-2022 12:21:02
61,Kondoa,TZ,-4.9,35.7833,86.02,22,99,4.25,overcast clouds,09-18-2022 12:21:02
62,Mogadishu,SO,2.0371,45.3438,80.19,75,60,19.71,broken clouds,09-18-2022 12:21:02
63,Anadyr,RU,64.75,177.4833,36.1,93,0,6.71,clear sky,09-18-2022 12:21:03
64,Iringa,TZ,-7.7667,35.7,81.73,23,96,8.41,overcast clouds,09-18-2022 12:21:03
65,Khatanga,RU,71.9667,102.5,27.88,78,13,8.84,few clouds,09-18-2022 12:21:04
66,Antofagasta,CL,-23.65,-70.4,56.48,68,16,5.73,few clouds,09-18-2022 12:16:08
67,Clyde River,CA,70.4692,-68.5914,32.23,100,100,4.61,overcast clouds,09-18-2022 12:21:04
68,Coihaique,CL,-45.5752,-72.0662,36.21,75,75,3.44,broken clouds,09-18-2022 12:21:05
69,Vao,NC,-22.6667,167.4833,72.77,81,32,16.71,scattered clouds,09-18-2022 12:21:05
70,Hay River,CA,60.8156,-115.7999,40.98,93,40,6.91,scattered clouds,09-18-2022 12:21:05
71,Ulladulla,AU,-35.35,150.4667,55.44,60,7,13.49,clear sky,09-18-2022 12:21:06
72,Kirishi,RU,59.4471,32.0205,57.52,68,89,7.58,overcast clouds,09-18-2022 12:21:06
73,Porto Belo,BR,-27.1578,-48.5531,65.16,75,78,9.1,broken clouds,09-18-2022 12:21:07
74,Peremyshl,RU,54.2631,36.1606,54.16,95,100,10.89,overcast clouds,09-18-2022 12:21:07
75,Erzurum,TR,40.0,41.5,85.68,12,1,5.59,clear sky,09-18-2022 12:21:08
76,Iralaya,HN,15.0,-83.2333,79.45,83,67,4.41,broken clouds,09-18-2022 12:21:08
77,Galesong,ID,-5.3166,119.3661,80.62,73,63,10.2,broken clouds,09-18-2022 12:21:08
78,Rapallo,IT,44.3511,9.2297,76.48,51,1,5.99,clear sky,09-18-2022 12:21:09
79,Madison,US,34.7334,-86.5667,66.94,85,40,0.0,scattered clouds,09-18-2022 12:20:18
80,Iskateley,RU,67.6803,53.1512,53.46,77,100,6.49,overcast clouds,09-18-2022 12:21:09
81,Kodiak,US,57.79,-152.4072,51.31,71,0,4.61,clear sky,09-18-2022 12:21:10
82,Namanyere,TZ,-7.5167,31.05,82.98,27,70,5.23,broken clouds,09-18-2022 12:21:10
83,Sao Filipe,CV,14.8961,-24.4956,77.67,77,92,6.6,overcast clouds,09-18-2022 12:21:11
84,Vega De Alatorre,MX,20.0333,-96.6333,75.4,87,33,4.85,scattered clouds,09-18-2022 12:21:11
85,Hambantota,LK,6.1241,81.1185,83.3,70,100,20.62,overcast clouds,09-18-2022 12:21:11
86,Upernavik,GL,72.7868,-56.1549,37.31,72,100,11.32,overcast clouds,09-18-2022 12:21:12
87,Kruisfontein,ZA,-34.0033,24.7314,59.88,90,100,11.52,light rain,09-18-2022 12:21:12
88,Ban Dung,TH,17.699,103.2596,83.1,99,68,5.91,broken clouds,09-18-2022 12:21:12
89,Butaritari,KI,3.0707,172.7902,82.0,76,5,13.71,clear sky,09-18-2022 12:21:13
90,Tiksi,RU,71.6872,128.8694,33.01,72,95,3.15,overcast clouds,09-18-2022 12:21:13
91,Broome,US,42.2506,-75.833,64.04,89,20,5.75,few clouds,09-18-2022 12:21:14
92,Avarua,CK,-21.2078,-159.775,71.65,88,20,4.61,few clouds,09-18-2022 12:21:14
93,Saint-Philippe,RE,-21.3585,55.7679,78.39,78,9,14.41,light rain,09-18-2022 12:21:15
94,Santa Maria,BR,-29.6842,-53.8069,61.9,55,0,10.36,clear sky,09-18-2022 12:21:15
95,Atar,MR,20.5169,-13.0499,89.65,19,82,11.5,broken clouds,09-18-2022 12:21:15
96,Cabo San Lucas,MX,22.8909,-109.9124,83.52,70,0,3.44,clear sky,09-18-2022 12:21:16
97,Tigil,RU,57.8,158.6667,36.5,81,3,5.95,clear sky,09-18-2022 12:21:16
98,Vaini,TO,-21.2,-175.2,73.56,83,75,6.91,broken clouds,09-18-2022 12:21:17
99,Ouadda,CF,8.0777,22.4007,76.05,86,96,3.51,moderate rain,09-18-2022 12:21:17
100,Ca Mau,VN,9.1769,105.15,78.85,85,69,4.74,light rain,09-18-2022 12:21:17
101,Provideniya,RU,64.3833,-173.3,43.09,91,100,6.69,overcast clouds,09-18-2022 12:21:18
102,Laguna,US,38.421,-121.4238,63.05,79,0,5.75,clear sky,09-18-2022 12:21:18
103,Beloha,MG,-25.1667,45.05,91.63,21,3,4.65,clear sky,09-18-2022 12:21:18
104,Dalianwan,CN,39.0286,121.695,69.84,37,0,8.95,clear sky,09-18-2022 12:21:19
105,Batemans Bay,AU,-35.7167,150.1833,54.54,58,5,8.39,clear sky,09-18-2022 12:21:19
106,Russkaya Polyana,UA,49.417,31.9201,63.9,83,97,17.58,light rain,09-18-2022 12:21:20
107,Jamestown,US,42.097,-79.2353,68.52,73,0,6.91,clear sky,09-18-2022 12:18:12
108,Zdvinsk,RU,54.7021,78.661,58.46,46,19,3.91,few clouds,09-18-2022 12:21:20
109,Ossora,RU,59.2353,163.0719,39.38,67,0,7.96,clear sky,09-18-2022 12:21:20
110,Ouesso,CG,1.6136,16.0517,79.65,76,97,4.61,light rain,09-18-2022 12:21:21
111,Bhuj,IN,23.2667,69.6667,86.81,54,14,14.32,few clouds,09-18-2022 12:21:21
112,Okhotsk,RU,59.3833,143.3,46.81,68,100,12.1,overcast clouds,09-18-2022 12:21:22
113,Hermanus,ZA,-34.4187,19.2345,59.81,68,62,16.44,light rain,09-18-2022 12:21:22
114,Cape Town,ZA,-33.9258,18.4232,63.1,55,20,19.57,few clouds,09-18-2022 12:17:33
115,Zhoucheng,CN,35.9122,116.3117,73.38,62,54,9.93,broken clouds,09-18-2022 12:21:23
116,Byron Bay,AU,-28.65,153.6167,62.56,56,63,7.7,broken clouds,09-18-2022 12:21:23
117,Makakilo City,US,21.3469,-158.0858,77.02,82,0,4.61,light intensity drizzle,09-18-2022 12:21:24
118,Asau,RO,46.4333,26.4,63.52,77,97,20.09,overcast clouds,09-18-2022 12:21:24
119,Teguldet,RU,57.3064,88.1667,52.84,63,73,0.56,broken clouds,09-18-2022 12:21:25
120,Aklavik,CA,68.2191,-135.0107,43.97,74,87,5.01,overcast clouds,09-18-2022 12:21:25
121,Chunskiy,RU,56.0815,99.6342,50.9,61,87,2.77,overcast clouds,09-18-2022 12:21:25
122,Dunedin,NZ,-45.8742,170.5036,48.79,87,95,1.99,overcast clouds,09-18-2022 12:21:26
123,Namibe,AO,-15.1961,12.1522,72.05,70,56,12.44,broken clouds,09-18-2022 12:21:26
124,Half Moon Bay,US,37.4636,-122.4286,64.18,81,40,19.57,scattered clouds,09-18-2022 12:21:26
125,Vilyuysk,RU,63.7553,121.6247,34.03,97,99,10.27,light snow,09-18-2022 12:21:27
126,Margate,GB,51.3813,1.3862,63.9,58,99,7.0,overcast clouds,09-18-2022 12:21:27
127,Beringovskiy,RU,63.05,179.3167,41.85,74,97,5.99,overcast clouds,09-18-2022 12:21:28
128,The Valley,AI,18.217,-63.0578,82.09,79,100,22.93,overcast clouds,09-18-2022 12:21:28
129,Bakreswar,IN,23.8833,87.3667,86.02,73,69,5.39,broken clouds,09-18-2022 12:21:29
130,Talnakh,RU,69.4865,88.3972,36.1,100,100,6.53,light rain,09-18-2022 12:21:29
131,Kisanga,TZ,-7.4362,37.7034,90.84,27,54,6.89,broken clouds,09-18-2022 12:21:29
132,Bethel,US,41.3712,-73.414,66.54,90,40,8.05,scattered clouds,09-18-2022 12:19:08
133,Kapaa,US,22.0752,-159.319,77.32,85,20,10.36,few clouds,09-18-2022 12:21:30
134,Bilibino,RU,68.0546,166.4372,28.9,85,99,2.26,overcast clouds,09-18-2022 12:21:30
135,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.89,67,2,11.18,clear sky,09-18-2022 12:19:56
136,Kapoeta,SS,4.7717,33.5903,92.55,28,3,14.32,clear sky,09-18-2022 12:21:31
137,Taltal,CL,-25.4,-70.4833,58.84,63,0,3.87,clear sky,09-18-2022 12:21:31
138,Vila Velha,BR,-20.3297,-40.2925,69.75,69,75,14.0,broken clouds,09-18-2022 12:21:31
139,Mehamn,NO,71.0357,27.8492,46.31,93,100,18.41,overcast clouds,09-18-2022 12:21:32
140,Talcahuano,CL,-36.7167,-73.1167,35.28,100,0,5.75,clear sky,09-18-2022 12:21:32
141,Caravelas,BR,-17.7125,-39.2481,69.06,80,100,7.74,overcast clouds,09-18-2022 12:21:33
142,Saint-Georges,GD,12.0564,-61.7485,85.68,79,20,20.71,few clouds,09-18-2022 12:17:14
143,Clearlake,US,38.9582,-122.6264,54.57,69,100,7.47,overcast clouds,09-18-2022 12:21:33
144,New Norfolk,AU,-42.7826,147.0587,51.3,79,99,1.99,light rain,09-18-2022 12:21:34
145,Hokitika,NZ,-42.7167,170.9667,50.04,79,100,7.94,moderate rain,09-18-2022 12:21:34
146,Fallon,US,39.4735,-118.7774,58.91,29,100,3.83,overcast clouds,09-18-2022 12:20:30
147,Murray,US,40.6669,-111.888,64.11,65,0,12.66,clear sky,09-18-2022 12:21:35
148,Cumbum,IN,9.7333,77.3,81.7,68,100,5.88,overcast clouds,09-18-2022 12:21:35
149,Te Anau,NZ,-45.4167,167.7167,41.4,93,100,2.59,moderate rain,09-18-2022 12:21:36
150,Tasiilaq,GL,65.6145,-37.6368,42.96,95,100,16.8,moderate rain,09-18-2022 12:21:36
151,Bambanglipuro,ID,-7.95,110.2833,77.18,81,55,6.42,broken clouds,09-18-2022 12:21:37
152,Malya,TZ,-2.9833,33.5167,85.05,28,73,4.99,broken clouds,09-18-2022 12:21:37
153,Puerto Penasco,MX,31.3167,-113.5333,83.37,53,0,10.16,clear sky,09-18-2022 12:21:38
154,Seminole,US,28.7086,-81.2081,75.29,94,40,0.0,scattered clouds,09-18-2022 12:21:38
155,Marzuq,YE,14.4,46.4667,91.6,24,50,12.62,scattered clouds,09-18-2022 12:21:38
156,Maceio,BR,-9.6658,-35.7353,78.24,78,75,6.91,broken clouds,09-18-2022 12:21:39
157,Acapulco,MX,16.8634,-99.8901,75.02,94,100,2.3,overcast clouds,09-18-2022 12:21:39
158,Quelimane,MZ,-17.8786,36.8883,87.75,42,0,16.11,clear sky,09-18-2022 12:21:40
159,Kamenka,RU,51.3223,42.7678,79.59,49,97,21.52,overcast clouds,09-18-2022 12:21:40
160,Sukumo,JP,32.9333,132.7333,79.14,97,100,27.11,heavy intensity rain,09-18-2022 12:21:40
161,Sakakah,SA,29.9697,40.2064,107.17,9,0,6.08,clear sky,09-18-2022 12:21:41
162,Lerwick,GB,60.1545,-1.1494,51.8,66,23,16.64,few clouds,09-18-2022 12:21:41
163,Acajutla,SV,13.5928,-89.8275,77.34,83,99,4.14,overcast clouds,09-18-2022 12:21:41
164,Katherine,AU,-14.4667,132.2667,91.72,38,75,0.0,broken clouds,09-18-2022 12:21:42
165,Arraial Do Cabo,BR,-22.9661,-42.0278,67.96,77,40,8.05,scattered clouds,09-18-2022 12:21:42
166,Hithadhoo,MV,-0.6,73.0833,82.63,71,46,7.61,scattered clouds,09-18-2022 12:21:43
167,Green River,US,41.5286,-109.4662,46.8,59,24,3.04,few clouds,09-18-2022 12:21:43
168,Zyryanka,RU,65.75,150.85,39.29,53,12,7.49,few clouds,09-18-2022 12:21:43
169,Nanortalik,GL,60.1432,-45.2371,46.09,75,73,7.49,broken clouds,09-18-2022 12:21:44
170,Kavaratti,IN,10.5669,72.642,81.77,76,93,12.93,overcast clouds,09-18-2022 12:21:44
171,Houma,US,29.5958,-90.7195,75.99,96,0,4.61,clear sky,09-18-2022 12:21:44
172,Nikolskoye,RU,59.7035,30.7861,57.78,72,96,5.55,overcast clouds,09-18-2022 12:21:45
173,Santa Rosa,PH,14.3122,121.1114,83.1,82,84,8.84,broken clouds,09-18-2022 12:20:06
174,Pacific Grove,US,36.6177,-121.9166,61.66,76,20,10.0,few clouds,09-18-2022 12:18:29
175,Khalki,GR,39.5667,22.5333,88.79,25,20,8.05,few clouds,09-18-2022 12:21:46
176,Codrington,AU,-38.2667,141.9667,47.44,73,54,17.78,broken clouds,09-18-2022 12:21:46
177,Kavieng,PG,-2.5744,150.7967,82.31,72,34,7.09,scattered clouds,09-18-2022 12:21:46
178,Mariental,NA,-24.6333,17.9667,86.74,8,0,18.59,clear sky,09-18-2022 12:21:47
179,Port Hardy,CA,50.6996,-127.4199,48.2,93,0,2.3,clear sky,09-18-2022 12:21:47
180,Dmitriyevka,RU,54.75,55.3333,62.15,75,100,8.75,overcast clouds,09-18-2022 12:21:10
181,Jaworzno,PL,50.2053,19.275,53.8,95,100,12.59,light rain,09-18-2022 12:21:48
182,Lorengau,PG,-2.0226,147.2712,82.09,75,45,6.67,scattered clouds,09-18-2022 12:21:48
183,Grand Gaube,MU,-20.0064,57.6608,73.8,74,18,7.0,few clouds,09-18-2022 12:21:48
184,Amahai,ID,-3.3333,128.9167,78.73,85,87,3.65,overcast clouds,09-18-2022 12:21:49
185,Bambous Virieux,MU,-20.3428,57.7575,73.65,64,75,16.11,light rain,09-18-2022 12:21:49
186,Asilah,MA,35.465,-6.0348,85.96,64,80,9.17,broken clouds,09-18-2022 12:21:49
187,Port Blair,IN,11.6667,92.75,82.44,78,75,11.5,mist,09-18-2022 12:21:50
188,Chapais,CA,49.7834,-74.8492,42.58,66,94,6.31,overcast clouds,09-18-2022 12:21:50
189,Saldanha,ZA,-33.0117,17.9442,64.45,53,3,13.06,clear sky,09-18-2022 12:21:51
190,Yulara,AU,-25.2406,130.9889,71.64,19,0,5.59,clear sky,09-18-2022 12:21:51
191,Eyl,SO,7.9803,49.8164,93.24,43,0,21.79,clear sky,09-18-2022 12:21:52
192,Darhan,MN,49.4867,105.9228,45.57,54,43,2.46,scattered clouds,09-18-2022 12:21:52
193,Severo-Kurilsk,RU,50.6789,156.125,48.74,73,98,8.68,overcast clouds,09-18-2022 12:21:53
194,Bengkulu,ID,-3.8004,102.2655,76.77,87,99,5.21,overcast clouds,09-18-2022 12:21:53
195,Cap Malheureux,MU,-19.9842,57.6142,69.48,74,17,7.0,few clouds,09-18-2022 12:21:53
196,Davidson,US,36.1501,-86.7833,64.92,87,40,0.0,scattered clouds,09-18-2022 12:21:54
197,Longyearbyen,SJ,78.2186,15.6401,31.84,74,75,8.05,broken clouds,09-18-2022 12:21:54
198,Gornopravdinsk,RU,60.05,69.9,52.75,91,100,9.57,overcast clouds,09-18-2022 12:21:55
199,Manaus,BR,-3.1019,-60.025,81.09,83,40,6.91,scattered clouds,09-18-2022 12:21:55
200,Samarai,PG,-10.6167,150.6667,81.9,81,62,11.83,broken clouds,09-18-2022 12:21:55
201,Port Hawkesbury,CA,45.6169,-61.3485,57.96,81,100,11.5,overcast clouds,09-18-2022 12:21:56
202,Pimentel,PE,-6.8367,-79.9342,59.29,94,100,12.66,mist,09-18-2022 12:21:56
203,Manokwari,ID,-0.8667,134.0833,79.57,77,99,1.45,overcast clouds,09-18-2022 12:21:56
204,Balikpapan,ID,-1.2675,116.8289,83.39,79,20,2.3,few clouds,09-18-2022 12:21:57
205,Ponta Do Sol,PT,32.6667,-17.1,79.72,86,14,4.41,light rain,09-18-2022 12:21:57
206,Qui Nhon,VN,13.7667,109.2333,81.99,77,65,2.21,broken clouds,09-18-2022 12:17:18
207,Raha,IN,26.2333,92.5167,85.12,76,83,3.42,broken clouds,09-18-2022 12:21:58
208,Star,US,43.6921,-116.4935,61.18,68,20,9.22,few clouds,09-18-2022 12:21:58
209,Ostrovnoy,RU,68.0531,39.5131,48.11,98,100,10.76,light rain,09-18-2022 12:21:08
210,Ringe,DK,55.2451,10.4706,58.15,60,80,12.41,broken clouds,09-18-2022 12:21:59
211,Majene,ID,-3.5403,118.9707,80.24,83,85,1.12,overcast clouds,09-18-2022 12:21:59
212,Lebu,CL,-37.6167,-73.65,43.32,67,7,3.71,clear sky,09-18-2022 12:22:00
213,Los Llanos De Aridane,ES,28.6585,-17.9182,75.13,79,75,10.0,broken clouds,09-18-2022 12:22:00
214,Nome,US,64.5011,-165.4064,46.47,87,100,33.38,overcast clouds,09-18-2022 12:20:27
215,Mahibadhoo,MV,3.7833,72.9667,82.27,69,89,7.72,overcast clouds,09-18-2022 12:22:01
216,Brae,GB,60.3964,-1.353,51.46,68,35,15.73,scattered clouds,09-18-2022 12:22:01
217,Lagoa,PT,39.05,-27.9833,73.18,87,40,7.54,scattered clouds,09-18-2022 12:22:01
218,Sitka,US,57.0531,-135.33,55.29,88,100,4.61,light rain,09-18-2022 12:20:21
219,Victor Harbor,AU,-35.5667,138.6167,51.01,88,74,10.2,broken clouds,09-18-2022 12:22:02
220,Victoria,HK,22.2855,114.1577,86.04,78,85,15.99,overcast clouds,09-18-2022 12:18:06
221,Malavalli,IN,12.3833,77.0833,76.86,72,86,6.93,overcast clouds,09-18-2022 12:20:12
222,Alofi,NU,-19.0595,-169.9187,73.29,94,6,6.91,clear sky,09-18-2022 12:22:03
223,Tsimlyansk,RU,47.6461,42.1019,89.98,31,24,15.12,few clouds,09-18-2022 12:22:03
224,Swan Hill,AU,-35.3378,143.5544,47.8,93,46,11.56,scattered clouds,09-18-2022 12:22:04
225,Kasongo-Lunda,CD,-6.4667,16.8167,85.69,50,100,3.27,overcast clouds,09-18-2022 12:22:04
226,Luderitz,NA,-26.6481,15.1594,63.14,61,0,28.41,clear sky,09-18-2022 12:22:04
227,Okakarara,NA,-20.5833,17.4333,92.23,11,1,4.45,clear sky,09-18-2022 12:22:05
228,Georgetown,MY,5.4112,100.3354,83.89,78,20,4.61,moderate rain,09-18-2022 12:22:05
229,Balykshi,KZ,47.0667,51.8667,86.0,25,0,20.13,clear sky,09-18-2022 12:22:06
230,San Felipe,VE,10.3399,-68.7425,77.97,79,96,4.27,overcast clouds,09-18-2022 12:22:06
231,Shahrud,IR,36.4182,54.9763,81.9,22,0,7.76,clear sky,09-18-2022 12:22:06
232,San Patricio,US,28.017,-97.5169,84.83,80,1,5.1,clear sky,09-18-2022 12:22:07
233,Ibanda,TZ,-2.7974,32.4746,80.8,43,66,8.03,broken clouds,09-18-2022 12:22:07
234,Carnarvon,AU,-24.8667,113.6333,66.87,68,0,21.65,clear sky,09-18-2022 12:22:08
235,Meulaboh,ID,4.1363,96.1285,79.14,76,99,5.64,overcast clouds,09-18-2022 12:22:08
236,Chandbali,IN,20.7833,86.7667,84.61,76,95,5.77,overcast clouds,09-18-2022 12:22:08
237,Saint George,US,37.1041,-113.5841,69.94,49,0,12.66,clear sky,09-18-2022 12:19:51
238,Moron,AR,-34.6534,-58.6198,66.02,82,100,9.51,overcast clouds,09-18-2022 12:18:59
239,Asfi,MA,32.2994,-9.2372,72.45,75,20,10.47,few clouds,09-18-2022 12:22:09
240,Bathsheba,BB,13.2167,-59.5167,83.01,83,20,16.11,few clouds,09-18-2022 12:22:10
241,Kahului,US,20.8947,-156.47,79.84,73,0,10.0,clear sky,09-18-2022 12:22:10
242,Lompoc,US,34.6391,-120.4579,57.02,93,75,10.36,broken clouds,09-18-2022 12:22:10
243,Rio Grande,BR,-32.035,-52.0986,64.51,77,100,17.38,overcast clouds,09-18-2022 12:22:11
244,Sinnamary,GF,5.3833,-52.95,82.53,73,39,10.65,scattered clouds,09-18-2022 12:22:11
245,Puerto Madryn,AR,-42.7692,-65.0385,45.93,58,100,18.79,overcast clouds,09-18-2022 12:21:49
246,Mawlaik,MM,23.6333,94.4167,80.44,90,29,1.72,scattered clouds,09-18-2022 12:22:12
247,Mto Wa Mbu,TZ,-3.35,35.85,83.7,37,81,3.6,broken clouds,09-18-2022 12:22:12
248,Port Elizabeth,ZA,-33.918,25.5701,62.1,87,75,11.5,broken clouds,09-18-2022 12:22:12
249,Vila Franca Do Campo,PT,37.7167,-25.4333,80.2,80,94,3.83,overcast clouds,09-18-2022 12:22:13
250,Zhigansk,RU,66.7697,123.3711,34.25,98,99,12.95,light snow,09-18-2022 12:22:13
251,La Cruz,MX,23.9167,-106.9,77.99,94,81,10.31,broken clouds,09-18-2022 12:22:14
252,Itarema,BR,-2.9248,-39.9167,84.7,61,67,15.66,broken clouds,09-18-2022 12:22:14
253,Srednekolymsk,RU,67.45,153.6833,35.22,66,1,8.3,clear sky,09-18-2022 12:22:14
254,Saint-Augustin,CA,51.226,-58.6502,45.05,56,16,19.64,few clouds,09-18-2022 12:22:15
255,Port Lincoln,AU,-34.7333,135.8667,50.7,69,74,4.97,broken clouds,09-18-2022 12:22:15
256,Calamar,CO,10.2511,-74.9146,76.89,91,95,3.62,overcast clouds,09-18-2022 12:22:16
257,Buraydah,SA,26.326,43.975,108.05,7,0,4.85,clear sky,09-18-2022 12:22:16
258,Northam,GB,51.0333,-4.2167,60.39,63,19,8.77,few clouds,09-18-2022 12:22:17
259,Norman Wells,CA,65.282,-126.8329,41.04,93,75,2.3,broken clouds,09-18-2022 12:22:17
260,Lakshmeshwar,IN,15.1333,75.4667,78.93,68,81,13.89,broken clouds,09-18-2022 12:22:17
261,Benalla,AU,-36.55,145.9833,51.55,97,100,6.73,overcast clouds,09-18-2022 12:22:18
262,Lagos,NG,6.5833,3.75,82.11,73,74,9.15,light rain,09-18-2022 12:22:18
263,Glamoc,BA,44.0458,16.8486,53.6,37,0,3.74,clear sky,09-18-2022 12:22:19
264,Bubaque,GW,11.2833,-15.8333,79.05,79,100,3.11,moderate rain,09-18-2022 12:22:19
265,Vossevangen,NO,60.623,6.4229,54.79,66,95,6.67,overcast clouds,09-18-2022 12:22:19
266,Moose Factory,CA,51.2585,-80.6094,44.6,87,0,10.36,clear sky,09-18-2022 12:22:20
267,El Alto,PE,-4.2714,-81.2147,60.46,83,41,6.58,scattered clouds,09-18-2022 12:22:20
268,Taunggyi,MM,20.7833,97.0333,65.62,95,65,4.43,broken clouds,09-18-2022 12:22:21
269,Corrente,BR,-3.7367,-43.3394,85.64,52,18,6.67,few clouds,09-18-2022 12:22:21
270,Port-Gentil,GA,-0.7193,8.7815,82.36,69,40,17.27,scattered clouds,09-18-2022 12:22:21
271,Iraquara,BR,-12.2486,-41.6194,71.31,65,98,11.59,overcast clouds,09-18-2022 12:22:22
272,Joshimath,IN,30.5667,79.5667,70.72,85,75,3.4,broken clouds,09-18-2022 12:22:22
273,Utica,US,43.1009,-75.2327,66.72,88,79,1.01,broken clouds,09-18-2022 12:22:23
274,Ormara,PK,25.2088,64.6357,81.61,77,44,11.59,scattered clouds,09-18-2022 12:22:23
275,Bonthe,SL,7.5264,-12.505,74.43,94,100,9.37,heavy intensity rain,09-18-2022 12:22:23
276,Pitimbu,BR,-7.4706,-34.8086,81.19,71,47,14.2,scattered clouds,09-18-2022 12:22:24
277,La Seyne-Sur-Mer,FR,43.0982,5.8847,76.95,60,78,5.99,broken clouds,09-18-2022 12:22:24
278,Luganville,VU,-15.5333,167.1667,78.75,85,66,14.36,light rain,09-18-2022 12:22:25
279,Morehead,US,37.2711,-87.1764,63.99,97,0,0.0,clear sky,09-18-2022 12:22:25
280,Gamba,GA,-2.65,10.0,79.36,69,91,8.57,overcast clouds,09-18-2022 12:22:25
281,Broken Hill,AU,-31.95,141.4333,54.64,52,5,6.71,clear sky,09-18-2022 12:22:26
282,Aykhal,RU,66.0,111.5,24.94,78,79,4.36,broken clouds,09-18-2022 12:22:26
